,Airline,Date of Journey,Source,Destination,Route,Dep Time,Arr Time,Duration,Total Stops,Additional Info,Price,Arrival_Time_Hour,Dep_Time_Dummy,Dep_Time_Hour,Arrival_Time_Dummy
2022,Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10:15,1,No info,10454,19:15:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:15:00
2023,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 19 May,8:40,1,No info,8372,07:40:00,1900-01-01 23:00:00,23:00:00,1900-01-01 07:40:00
2024,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Mar,8:40,1,In-flight meal not included,11848,04:25:00,1900-01-01 19:45:00,19:45:00,1900-01-01 04:25:00
2025,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12:30,1,No info,6416,21:00:00,1900-01-01 08:30:00,08:30:00,1900-01-01 21:00:00
2026,IndiGo,2019-04-01,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1:30,0,No info,3342,10:40:00,1900-01-01 09:10:00,09:10:00,1900-01-01 10:40:00
2027,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 07 Jun,24:55,2,In-flight meal not included,10118,07:25:00,1900-01-01 06:30:00,06:30:00,1900-01-01 07:25:00
2028,Air India,2019-06-12,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 13 Jun,19:45,2,No info,14960,12:30:00,1900-01-01 16:45:00,16:45:00,1900-01-01 12:30:00
2029,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11:5,1,No info,6818,16:10:00,1900-01-01 05:05:00,05:05:00,1900-01-01 16:10:00
2030,Air India,2019-06-12,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No info,5510,16:45:00,1900-01-01 14:15:00,14:15:00,1900-01-01 16:45:00
2031,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 22 May,26:50,1,No info,14388,09:20:00,1900-01-01 06:30:00,06:30:00,1900-01-01 09:20:00
2032,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7:35,1,No info,7038,22:30:00,1900-01-01 14:55:00,14:55:00,1900-01-01 22:30:00
2033,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10:30,1,No info,8266,19:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 19:15:00
2034,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,19:00 28 Jun,24:40,2,No info,14300,19:00:00,1900-01-01 18:20:00,18:20:00,1900-01-01 19:00:00
2035,Air India,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 10 May,22:30,1,No info,8366,07:55:00,1900-01-01 09:25:00,09:25:00,1900-01-01 07:55:00
2036,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25 07 Mar,11:35,1,No info,17261,10:25:00,1900-01-01 22:50:00,22:50:00,1900-01-01 10:25:00
2037,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 07 Jun,25:55,1,No info,8452,09:05:00,1900-01-01 07:10:00,07:10:00,1900-01-01 09:05:00
2038,IndiGo,2019-04-01,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5:20,1,No info,8567,20:30:00,1900-01-01 15:10:00,15:10:00,1900-01-01 20:30:00
2039,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15:25,1,No info,9646,22:30:00,1900-01-01 07:05:00,07:05:00,1900-01-01 22:30:00
2040,Air India,2019-04-09,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 Apr,21:15,2,No info,8341,19:15:00,1900-01-01 22:00:00,22:00:00,1900-01-01 19:15:00
2041,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25:30,1,In-flight meal not included,12373,19:00:00,1900-01-01 17:30:00,17:30:00,1900-01-01 19:00:00
2042,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No check-in baggage included,3543,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
2043,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6:35,1,In-flight meal not included,13994,23:35:00,1900-01-01 17:00:00,17:00:00,1900-01-01 23:35:00
2044,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,04:00,06:50,2:50,0,No info,4777,06:50:00,1900-01-01 04:00:00,04:00:00,1900-01-01 06:50:00
2045,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7:35,1,No info,7038,22:30:00,1900-01-01 14:55:00,14:55:00,1900-01-01 22:30:00
2046,IndiGo,2019-04-03,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,No info,3175,18:25:00,1900-01-01 16:55:00,16:55:00,1900-01-01 18:25:00
2047,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11:00,1,No info,7408,21:00:00,1900-01-01 10:00:00,10:00:00,1900-01-01 21:00:00
2048,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,21:15,00:15 16 Jun,3:00,0,No info,3943,00:15:00,1900-01-01 21:15:00,21:15:00,1900-01-01 00:15:00
2049,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 07 Mar,20:25,1,No info,15974,04:25:00,1900-01-01 08:00:00,08:00:00,1900-01-01 04:25:00
2050,SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No info,3873,09:30:00,1900-01-01 06:55:00,06:55:00,1900-01-01 09:30:00
2051,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,No info,4423,13:00:00,1900-01-01 10:10:00,10:10:00,1900-01-01 13:00:00
2052,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 28 May,18:45,2,No info,15129,04:25:00,1900-01-01 09:40:00,09:40:00,1900-01-01 04:25:00
2053,IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12:35,1,No info,8285,21:00:00,1900-01-01 08:25:00,08:25:00,1900-01-01 21:00:00
2054,Air India,2019-06-06,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No info,3100,07:40:00,1900-01-01 06:20:00,06:20:00,1900-01-01 07:40:00
2055,Air India,2019-03-01,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,09:25 02 Mar,24:35,2,No info,25430,09:25:00,1900-01-01 08:50:00,08:50:00,1900-01-01 09:25:00
2056,SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,No check-in baggage included,2385,14:30:00,1900-01-01 13:10:00,13:10:00,1900-01-01 14:30:00
2057,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7:15,1,No info,11316,17:35:00,1900-01-01 10:20:00,10:20:00,1900-01-01 17:35:00
2058,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16:45,1,In-flight meal not included,10262,19:00:00,1900-01-01 02:15:00,02:15:00,1900-01-01 19:00:00
2059,Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,13:15,7:25,2,No info,7662,13:15:00,1900-01-01 05:50:00,05:50:00,1900-01-01 13:15:00
2060,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26:45,1,No info,14231,19:40:00,1900-01-01 16:55:00,16:55:00,1900-01-01 19:40:00
2061,IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11:45,1,No info,6838,21:00:00,1900-01-01 09:15:00,09:15:00,1900-01-01 21:00:00
2062,Jet Airways,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21:40,2,No info,13376,04:25:00,1900-01-01 06:45:00,06:45:00,1900-01-01 04:25:00
2063,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 25 Jun,28:00,1,In-flight meal not included,10262,19:00:00,1900-01-01 15:00:00,15:00:00,1900-01-01 19:00:00
2064,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8:00,1,No info,8574,15:30:00,1900-01-01 07:30:00,07:30:00,1900-01-01 15:30:00
2065,Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10:15,1,In-flight meal not included,7832,07:40:00,1900-01-01 21:25:00,21:25:00,1900-01-01 07:40:00
2066,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15:10,1,No info,12192,19:00:00,1900-01-01 03:50:00,03:50:00,1900-01-01 19:00:00
2067,Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,In-flight meal not included,4050,11:50:00,1900-01-01 10:20:00,10:20:00,1900-01-01 11:50:00
2068,GoAir,2019-04-12,Banglore,Delhi,BLR → DEL,07:45,10:40,2:55,0,No info,6722,10:40:00,1900-01-01 07:45:00,07:45:00,1900-01-01 10:40:00
2069,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 10 Jun,20:20,1,In-flight meal not included,10844,16:20:00,1900-01-01 20:00:00,20:00:00,1900-01-01 16:20:00
2070,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14:00,1,No info,7408,21:00:00,1900-01-01 07:00:00,07:00:00,1900-01-01 21:00:00
2071,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 22 Mar,7:35,1,No info,14189,04:25:00,1900-01-01 20:50:00,20:50:00,1900-01-01 04:25:00
2072,SpiceJet,2019-05-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No check-in baggage included,3841,19:40:00,1900-01-01 17:10:00,17:10:00,1900-01-01 19:40:00
2073,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 10 May,14:35,1,In-flight meal not included,8586,04:40:00,1900-01-01 14:05:00,14:05:00,1900-01-01 04:40:00
2074,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,No info,7155,19:15:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:15:00
2075,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9:50,1,In-flight meal not included,9899,18:15:00,1900-01-01 08:25:00,08:25:00,1900-01-01 18:15:00
2076,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,No info,14571,19:50:00,1900-01-01 08:25:00,08:25:00,1900-01-01 19:50:00
2077,IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,No info,4823,21:50:00,1900-01-01 18:55:00,18:55:00,1900-01-01 21:50:00
2078,Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,08:20,11:20,3:00,0,In-flight meal not included,4544,11:20:00,1900-01-01 08:20:00,08:20:00,1900-01-01 11:20:00
2079,Air India,2019-03-01,Banglore,New Delhi,BLR → AMD → DEL,00:30,20:30,20:00,1,1 Long layover,14752,20:30:00,1900-01-01 00:30:00,00:30:00,1900-01-01 20:30:00
2080,Air India,2019-05-09,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 May,28:20,2,No info,11542,13:45:00,1900-01-01 09:25:00,09:25:00,1900-01-01 13:45:00
2081,Jet Airways,2019-05-21,Delhi,Cochin,DEL → COK,09:50,13:05,3:15,0,In-flight meal not included,7202,13:05:00,1900-01-01 09:50:00,09:50:00,1900-01-01 13:05:00
2082,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8:25,1,No info,11098,19:00:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:00:00
2083,Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1:15,0,No info,2575,20:45:00,1900-01-01 19:30:00,19:30:00,1900-01-01 20:45:00
2084,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 28 Mar,12:35,1,No info,6673,01:35:00,1900-01-01 13:00:00,13:00:00,1900-01-01 01:35:00
2085,IndiGo,2019-03-01,Banglore,New Delhi,BLR → DEL,18:55,21:45,2:50,0,No info,14306,21:45:00,1900-01-01 18:55:00,18:55:00,1900-01-01 21:45:00
2086,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 19 May,6:35,1,No info,15554,04:25:00,1900-01-01 21:50:00,21:50:00,1900-01-01 04:25:00
2087,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 16 May,28:50,1,In-flight meal not included,9314,14:25:00,1900-01-01 09:35:00,09:35:00,1900-01-01 14:25:00
2088,Jet Airways,2019-03-09,Mumbai,Hyderabad,BOM → HYD,06:30,08:00,1:30,0,In-flight meal not included,4995,08:00:00,1900-01-01 06:30:00,06:30:00,1900-01-01 08:00:00
2089,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,11:40,07:40 19 Mar,20:00,1,In-flight meal not included,7832,07:40:00,1900-01-01 11:40:00,11:40:00,1900-01-01 07:40:00
2090,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25,08:15 22 May,23:50,1,In-flight meal not included,8586,08:15:00,1900-01-01 08:25:00,08:25:00,1900-01-01 08:15:00
2091,Air India,2019-04-27,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No info,6094,08:00:00,1900-01-01 05:10:00,05:10:00,1900-01-01 08:00:00
2092,Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13:30,2,No info,13292,19:00:00,1900-01-01 05:30:00,05:30:00,1900-01-01 19:00:00
2094,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11:00,1,No info,9718,21:00:00,1900-01-01 10:00:00,10:00:00,1900-01-01 21:00:00
2095,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,08:55,07:40 19 Mar,22:45,1,In-flight meal not included,7412,07:40:00,1900-01-01 08:55:00,08:55:00,1900-01-01 07:40:00
2096,Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 07 Jun,21:15,2,No info,10441,19:15:00,1900-01-01 22:00:00,22:00:00,1900-01-01 19:15:00
2097,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 04 Mar,14:50,1,No info,14871,01:35:00,1900-01-01 10:45:00,10:45:00,1900-01-01 01:35:00
2098,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11:00,1,No info,15554,19:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 19:00:00
2099,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5:5,1,No info,36235,19:10:00,1900-01-01 14:05:00,14:05:00,1900-01-01 19:10:00
2100,IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,No info,3175,18:25:00,1900-01-01 16:55:00,16:55:00,1900-01-01 18:25:00
2101,SpiceJet,2019-05-24,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,3597,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
2102,SpiceJet,2019-06-27,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No check-in baggage included,1965,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
2103,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9:00,1,No info,12717,19:00:00,1900-01-01 10:00:00,10:00:00,1900-01-01 19:00:00
2104,IndiGo,2019-06-03,Delhi,Cochin,DEL → COK,14:25,17:40,3:15,0,No info,6015,17:40:00,1900-01-01 14:25:00,14:25:00,1900-01-01 17:40:00
2105,Air Asia,2019-03-09,Banglore,New Delhi,BLR → DEL,23:25,02:10 10 Mar,2:45,0,No info,5615,02:10:00,1900-01-01 23:25:00,23:25:00,1900-01-01 02:10:00
2106,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 28 Mar,6:35,1,No info,7845,01:35:00,1900-01-01 19:00:00,19:00:00,1900-01-01 01:35:00
2107,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 10 Jun,25:25,1,In-flight meal not included,10844,22:35:00,1900-01-01 21:10:00,21:10:00,1900-01-01 22:35:00
2108,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,21:25,05:05 13 Mar,7:40,1,No info,27210,05:05:00,1900-01-01 21:25:00,21:25:00,1900-01-01 05:05:00
2109,IndiGo,2019-04-06,Kolkata,Banglore,CCU → BLR,14:25,16:55,2:30,0,No info,4174,16:55:00,1900-01-01 14:25:00,14:25:00,1900-01-01 16:55:00
2110,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13:00,1,No info,6883,21:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 21:00:00
2111,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12:00,1,No info,6883,21:00:00,1900-01-01 09:00:00,09:00:00,1900-01-01 21:00:00
2112,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7:15,1,No info,8355,17:35:00,1900-01-01 10:20:00,10:20:00,1900-01-01 17:35:00
2113,SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,20:30,23:20,2:50,0,No check-in baggage included,5469,23:20:00,1900-01-01 20:30:00,20:30:00,1900-01-01 23:20:00
2114,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,6478,08:45:00,1900-01-01 06:00:00,06:00:00,1900-01-01 08:45:00
2115,Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,19:40,22:20,2:40,0,No info,11913,22:20:00,1900-01-01 19:40:00,19:40:00,1900-01-01 22:20:00
2116,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 22 May,6:55,1,No info,7006,01:30:00,1900-01-01 18:35:00,18:35:00,1900-01-01 01:30:00
2117,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6:5,1,No info,12681,22:35:00,1900-01-01 16:30:00,16:30:00,1900-01-01 22:35:00
2118,Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 22 May,19:55,2,No info,15129,19:00:00,1900-01-01 23:05:00,23:05:00,1900-01-01 19:00:00
2119,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7:00,1,No info,13587,21:00:00,1900-01-01 14:00:00,14:00:00,1900-01-01 21:00:00
2120,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 02 Jun,23:45,1,No info,14714,19:00:00,1900-01-01 19:15:00,19:15:00,1900-01-01 19:00:00
2121,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4:50,1,No info,6220,12:20:00,1900-01-01 07:30:00,07:30:00,1900-01-01 12:20:00
2122,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5:30,1,In-flight meal not included,10262,12:35:00,1900-01-01 07:05:00,07:05:00,1900-01-01 12:35:00
2123,Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9:5,1,No info,8576,18:30:00,1900-01-01 09:25:00,09:25:00,1900-01-01 18:30:00
2124,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,20:40 25 Mar,24:55,1,In-flight meal not included,10031,20:40:00,1900-01-01 19:45:00,19:45:00,1900-01-01 20:40:00
2125,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 25 Jun,23:50,2,No info,12819,19:00:00,1900-01-01 19:10:00,19:10:00,1900-01-01 19:00:00
2126,GoAir,2019-04-15,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6:10,1,No info,5052,13:35:00,1900-01-01 07:25:00,07:25:00,1900-01-01 13:35:00
2127,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15 02 Mar,24:15,1,No info,22270,08:15:00,1900-01-01 08:00:00,08:00:00,1900-01-01 08:15:00
2128,Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No info,5613,09:40:00,1900-01-01 07:00:00,07:00:00,1900-01-01 09:40:00
2129,SpiceJet,2019-04-01,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No info,3873,11:25:00,1900-01-01 09:00:00,09:00:00,1900-01-01 11:25:00
2130,IndiGo,2019-05-15,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No info,6015,08:50:00,1900-01-01 05:35:00,05:35:00,1900-01-01 08:50:00
2131,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5:30,1,In-flight meal not included,10844,12:00:00,1900-01-01 06:30:00,06:30:00,1900-01-01 12:00:00
2132,SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No info,2227,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
2133,Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,19:50,22:50,3:00,0,No info,7229,22:50:00,1900-01-01 19:50:00,19:50:00,1900-01-01 22:50:00
2134,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,In-flight meal not included,10368,19:00:00,1900-01-01 05:30:00,05:30:00,1900-01-01 19:00:00
2135,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 May,10:55,1,In-flight meal not included,12898,04:25:00,1900-01-01 17:30:00,17:30:00,1900-01-01 04:25:00
2136,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12:00,1,No info,12192,19:00:00,1900-01-01 07:00:00,07:00:00,1900-01-01 19:00:00
2137,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14:00,1,No info,12121,23:35:00,1900-01-01 09:35:00,09:35:00,1900-01-01 23:35:00
2138,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 28 May,24:50,2,No info,16163,07:40:00,1900-01-01 06:50:00,06:50:00,1900-01-01 07:40:00
2139,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12:40,1,No info,12284,18:25:00,1900-01-01 05:45:00,05:45:00,1900-01-01 18:25:00
2140,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,No info,5780,22:15:00,1900-01-01 19:30:00,19:30:00,1900-01-01 22:15:00
2141,Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,In-flight meal not included,4995,11:50:00,1900-01-01 10:20:00,10:20:00,1900-01-01 11:50:00
2142,IndiGo,2019-06-09,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4:55,1,No info,6496,10:05:00,1900-01-01 05:10:00,05:10:00,1900-01-01 10:05:00
2143,Air India,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15 13 Jun,30:55,2,No info,12488,19:15:00,1900-01-01 12:20:00,12:20:00,1900-01-01 19:15:00
2144,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,07:10,10:05,2:55,0,No info,4823,10:05:00,1900-01-01 07:10:00,07:10:00,1900-01-01 10:05:00
2145,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1:30,0,No check-in baggage included,2647,07:15:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:15:00
2146,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,13:00,15:50,2:50,0,No info,12649,15:50:00,1900-01-01 13:00:00,13:00:00,1900-01-01 15:50:00
2147,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7:35,1,No info,8266,19:15:00,1900-01-01 11:40:00,11:40:00,1900-01-01 19:15:00
2148,Vistara,2019-05-15,Delhi,Cochin,DEL → COK,06:00,09:10,3:10,0,No info,6216,09:10:00,1900-01-01 06:00:00,06:00:00,1900-01-01 09:10:00
2149,IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2:45,0,No info,4423,04:15:00,1900-01-01 01:30:00,01:30:00,1900-01-01 04:15:00
2150,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15 07 Mar,24:15,1,No info,17996,08:15:00,1900-01-01 08:00:00,08:00:00,1900-01-01 08:15:00
2151,SpiceJet,2019-04-15,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No check-in baggage included,5726,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
2152,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:00,15:30,9:30,1,No info,15147,15:30:00,1900-01-01 06:00:00,06:00:00,1900-01-01 15:30:00
2153,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 19 May,22:5,1,No info,15554,19:00:00,1900-01-01 20:55:00,20:55:00,1900-01-01 19:00:00
2154,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29:20,2,No info,12819,04:25:00,1900-01-01 23:05:00,23:05:00,1900-01-01 04:25:00
2155,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 28 Jun,7:30,1,No info,7198,01:30:00,1900-01-01 18:00:00,18:00:00,1900-01-01 01:30:00
2156,IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5:00,1,No info,5073,21:00:00,1900-01-01 16:00:00,16:00:00,1900-01-01 21:00:00
2157,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Jun,3:00,0,No info,3943,00:15:00,1900-01-01 21:15:00,21:15:00,1900-01-01 00:15:00
2158,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1:25,0,In-flight meal not included,3205,08:35:00,1900-01-01 07:10:00,07:10:00,1900-01-01 08:35:00
2159,SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,05:55,08:35,2:40,0,No check-in baggage included,3257,08:35:00,1900-01-01 05:55:00,05:55:00,1900-01-01 08:35:00
2160,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,22:15,00:50 04 Jun,2:35,0,No info,4804,00:50:00,1900-01-01 22:15:00,22:15:00,1900-01-01 00:50:00
2161,IndiGo,2019-03-09,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4:45,1,No info,10231,21:35:00,1900-01-01 16:50:00,16:50:00,1900-01-01 21:35:00
